KAFKA-16106_G0,Major
KAFKA-16106_G0,Open
KAFKA-16106_G1,Long
KAFKA-16106_G1,Weekday
KAFKA-16106_G1,>=1
KAFKA-16106_G1,Assigned
KAFKA-16106_G1,Major
KAFKA-16106_G1,Resolved
KAFKA-16107_G0,Fresh
KAFKA-16107_G0,Weekday
KAFKA-16107_G0,>=0
KAFKA-16107_G0,Assigned
KAFKA-16107_G0,Critical
KAFKA-16107_G0,Open
KAFKA-16107_G1,Medium
KAFKA-16107_G1,Weekday
KAFKA-16107_G1,>=1
KAFKA-16107_G1,Assigned
KAFKA-16107_G1,Critical
KAFKA-16107_G1,In Progress
KAFKA-16107_G2,Medium
KAFKA-16107_G2,Weekday
KAFKA-16107_G2,>=2
KAFKA-16107_G2,Assigned
KAFKA-16107_G2,Critical
KAFKA-16107_G2,Patch Available
KAFKA-16107_G3,Medium
KAFKA-16107_G3,Weekday
KAFKA-16107_G3,>=3
KAFKA-16107_G3,Assigned
KAFKA-16107_G3,Critical
KAFKA-16107_G3,In Progress
KAFKA-16107_G4,Medium
KAFKA-16107_G4,Weekday
KAFKA-16107_G4,>=4
KAFKA-16107_G4,Assigned
KAFKA-16107_G4,Critical
KAFKA-16107_G4,Resolved
KAFKA-16108_G0,Fresh
KAFKA-16108_G0,Weekday
KAFKA-16108_G0,>=0
KAFKA-16108_G0,Assigned
KAFKA-16108_G0,Critical
KAFKA-16108_G0,Open
KAFKA-16108_G1,Long
KAFKA-16108_G1,Weekday
KAFKA-16108_G1,>=1
KAFKA-16108_G1,Assigned
KAFKA-16108_G1,Critical
KAFKA-16108_G1,In Progress
KAFKA-16108_G2,Long
KAFKA-16108_G2,Weekday
KAFKA-16108_G2,>=2
KAFKA-16108_G2,Assigned
KAFKA-16108_G2,Critical
KAFKA-16108_G2,Resolved
KAFKA-16109_G0,Fresh
KAFKA-16109_G0,Weekday
KAFKA-16109_G0,>=0
KAFKA-16109_G0,Assigned
KAFKA-16109_G0,Major
KAFKA-16109_G0,Open
KAFKA-16110_G0,Fresh
KAFKA-16110_G0,Weekday
KAFKA-16110_G0,>=0
KAFKA-16110_G0,Assigned
KAFKA-16110_G0,Major
KAFKA-16110_G0,Open
KAFKA-16111_G0,Fresh
KAFKA-16111_G0,Weekday
KAFKA-16111_G0,>=0
KAFKA-16111_G0,Unassigned
KAFKA-16111_G0,Minor
KAFKA-16111_G0,Open
KAFKA-16111_G1,Long
KAFKA-16111_G1,Weekday
KAFKA-16111_G1,>=1
KAFKA-16111_G1,Unassigned
KAFKA-16111_G1,Minor
KAFKA-16111_G1,In Progress
KAFKA-16111_G2,Long
KAFKA-16111_G2,Weekday
KAFKA-16111_G2,>=2
KAFKA-16111_G2,Unassigned
KAFKA-16111_G2,Minor
KAFKA-16111_G2,Open
KAFKA-16112_G0,Fresh
KAFKA-16112_G0,Weekday
KAFKA-16112_G0,>=0
KAFKA-16112_G0,Assigned
KAFKA-16112_G0,Critical
KAFKA-16112_G0,Open
KAFKA-16112_G1,Short
KAFKA-16112_G1,Weekday
KAFKA-16112_G1,>=1
KAFKA-16112_G1,Assigned
KAFKA-16112_G1,Critical
KAFKA-16112_G1,Resolved
KAFKA-16113_G0,Fresh
KAFKA-16113_G0,Weekday
KAFKA-16113_G0,>=0
KAFKA-16113_G0,Assigned
KAFKA-16113_G0,Critical
KAFKA-16113_G0,Open
KAFKA-16113_G1,Medium
KAFKA-16113_G1,Weekday
KAFKA-16113_G1,>=1
KAFKA-16113_G1,Assigned
KAFKA-16113_G1,Critical
KAFKA-16113_G1,Resolved
KAFKA-16114_G0,Fresh
KAFKA-16114_G0,Weekday
KAFKA-16114_G0,>=0
KAFKA-16114_G0,Unassigned
KAFKA-16114_G0,Major
KAFKA-16114_G0,Open
KAFKA-16115_G0,Fresh
KAFKA-16115_G0,Weekday
KAFKA-16115_G0,>=0
KAFKA-16115_G0,Assigned
KAFKA-16115_G0,Critical
KAFKA-16115_G0,Open
KAFKA-16115_G1,Medium
KAFKA-16115_G1,Weekday
KAFKA-16115_G1,>=1
KAFKA-16115_G1,Assigned
KAFKA-16115_G1,Critical
KAFKA-16115_G1,In Progress
KAFKA-16115_G2,Medium
KAFKA-16115_G2,Weekday
KAFKA-16115_G2,>=2
KAFKA-16115_G2,Assigned
KAFKA-16115_G2,Critical
KAFKA-16115_G2,Resolved
KAFKA-16116_G0,Fresh
KAFKA-16116_G0,Weekday
KAFKA-16116_G0,>=0
KAFKA-16116_G0,Assigned
KAFKA-16116_G0,Critical
KAFKA-16116_G0,Open
KAFKA-16116_G1,Medium
KAFKA-16116_G1,Weekday
KAFKA-16116_G1,>=1
KAFKA-16116_G1,Assigned
KAFKA-16116_G1,Critical
KAFKA-16116_G1,In Progress
KAFKA-16116_G2,Medium
KAFKA-16116_G2,Weekday
KAFKA-16116_G2,>=2
KAFKA-16116_G2,Assigned
KAFKA-16116_G2,Critical
KAFKA-16116_G2,Patch Available
KAFKA-16116_G3,Long
KAFKA-16116_G3,Weekday
KAFKA-16116_G3,>=3
KAFKA-16116_G3,Assigned
KAFKA-16116_G3,Critical
KAFKA-16116_G3,In Progress
KAFKA-16116_G4,Long
KAFKA-16116_G4,Weekday
KAFKA-16116_G4,>=4
KAFKA-16116_G4,Assigned
KAFKA-16116_G4,Critical
KAFKA-16116_G4,Resolved
KAFKA-16117_G0,Fresh
KAFKA-16117_G0,Weekday
KAFKA-16117_G0,>=0
KAFKA-16117_G0,Unassigned
KAFKA-16117_G0,Minor
KAFKA-16117_G0,Open
KAFKA-16117_G1,Long
KAFKA-16117_G1,Weekday
KAFKA-16117_G1,>=1
KAFKA-16117_G1,Unassigned
KAFKA-16117_G1,Minor
KAFKA-16117_G1,Resolved
KAFKA-16118_G0,Fresh
KAFKA-16118_G0,Weekday
KAFKA-16118_G0,>=0
KAFKA-16118_G0,Assigned
KAFKA-16118_G0,Major
KAFKA-16118_G0,Open
KAFKA-16118_G1,Short
KAFKA-16118_G1,Weekday
KAFKA-16118_G1,>=1
KAFKA-16118_G1,Assigned
KAFKA-16118_G1,Major
KAFKA-16118_G1,Resolved
KAFKA-16119_G0,Fresh
KAFKA-16119_G0,Weekday
KAFKA-16119_G0,>=0
KAFKA-16119_G0,Unassigned
KAFKA-16119_G0,Major
KAFKA-16119_G0,Open
KAFKA-16119_G1,Fresh
KAFKA-16119_G1,Weekday
KAFKA-16119_G1,>=1
KAFKA-16119_G1,Unassigned
KAFKA-16119_G1,Major
KAFKA-16119_G1,Resolved
KAFKA-16120_G0,Fresh
KAFKA-16120_G0,Weekday
KAFKA-16120_G0,>=0
KAFKA-16120_G0,Assigned
KAFKA-16120_G0,Major
KAFKA-16120_G0,Open
KAFKA-16120_G1,Short
KAFKA-16120_G1,Weekday
KAFKA-16120_G1,>=1
KAFKA-16120_G1,Assigned
KAFKA-16120_G1,Major
KAFKA-16120_G1,Resolved
KAFKA-16121_G0,Fresh
KAFKA-16121_G0,Weekday
KAFKA-16121_G0,>=0
KAFKA-16121_G0,Assigned
KAFKA-16121_G0,Major
KAFKA-16121_G0,Open
KAFKA-16121_G1,Short
KAFKA-16121_G1,Weekday
KAFKA-16121_G1,>=1
KAFKA-16121_G1,Assigned
KAFKA-16121_G1,Major
KAFKA-16121_G1,Resolved
KAFKA-16121_G2,Medium
KAFKA-16121_G2,Weekday
KAFKA-16121_G2,>=2
KAFKA-16121_G2,Assigned
KAFKA-16121_G2,Major
KAFKA-16121_G2,Closed
KAFKA-16121_G3,Medium
KAFKA-16121_G3,Weekday
KAFKA-16121_G3,>=3
KAFKA-16121_G3,Assigned
KAFKA-16121_G3,Major
KAFKA-16121_G3,Resolved
KAFKA-16121_G4,Medium
KAFKA-16121_G4,Weekday
KAFKA-16121_G4,>=4
KAFKA-16121_G4,Assigned
KAFKA-16121_G4,Major
KAFKA-16121_G4,Closed
KAFKA-16122_G0,Fresh
KAFKA-16122_G0,Weekday
KAFKA-16122_G0,>=0
KAFKA-16122_G0,Assigned
KAFKA-16122_G0,Major
KAFKA-16122_G0,Open
KAFKA-16122_G1,Medium
KAFKA-16122_G1,Weekday
KAFKA-16122_G1,>=1
KAFKA-16122_G1,Assigned
KAFKA-16122_G1,Major
KAFKA-16122_G1,Resolved
KAFKA-16123_G0,Fresh
KAFKA-16123_G0,Weekend
KAFKA-16123_G0,Weekday
KAFKA-16123_G0,>=0
KAFKA-16123_G0,Assigned
KAFKA-16123_G0,Major
KAFKA-16123_G0,Open
KAFKA-16123_G1,Long
KAFKA-16123_G1,Weekday
KAFKA-16123_G1,>=1
KAFKA-16123_G1,Assigned
KAFKA-16123_G1,Major
KAFKA-16123_G1,Patch Available
KAFKA-16124_G0,Fresh
KAFKA-16124_G0,Weekend
KAFKA-16124_G0,Weekday
KAFKA-16124_G0,>=0
KAFKA-16124_G0,Assigned
KAFKA-16124_G0,Critical
KAFKA-16124_G0,Open
KAFKA-16125_G0,Fresh
KAFKA-16125_G0,Weekend
KAFKA-16125_G0,Weekday
KAFKA-16125_G0,>=0
KAFKA-16125_G0,Assigned
KAFKA-16125_G0,Critical
KAFKA-16125_G0,Open
KAFKA-16126_G0,Fresh
KAFKA-16126_G0,Weekend
KAFKA-16126_G0,Weekday
KAFKA-16126_G0,>=0
KAFKA-16126_G0,Assigned
KAFKA-16126_G0,Critical
KAFKA-16126_G0,Open
KAFKA-16126_G1,Long
KAFKA-16126_G1,Weekday
KAFKA-16126_G1,>=1
KAFKA-16126_G1,Assigned
KAFKA-16126_G1,Critical
KAFKA-16126_G1,Resolved
KAFKA-16127_G0,Fresh
KAFKA-16127_G0,Weekend
KAFKA-16127_G0,Weekday
KAFKA-16127_G0,>=0
KAFKA-16127_G0,Unassigned
KAFKA-16127_G0,Minor
KAFKA-16127_G0,Open
KAFKA-16128_G0,Fresh
KAFKA-16128_G0,Weekend
KAFKA-16128_G0,Weekday
KAFKA-16128_G0,>=0
KAFKA-16128_G0,Unassigned
KAFKA-16128_G0,Critical
KAFKA-16128_G0,Open
KAFKA-16129_G0,Fresh
KAFKA-16129_G0,Weekend
KAFKA-16129_G0,Weekday
KAFKA-16129_G0,>=0
KAFKA-16129_G0,Unassigned
KAFKA-16129_G0,Critical
KAFKA-16129_G0,Open
KAFKA-16130_G0,Fresh
KAFKA-16130_G0,Weekday
KAFKA-16130_G0,>=0
KAFKA-16130_G0,Unassigned
KAFKA-16130_G0,Major
KAFKA-16130_G0,Open
KAFKA-16130_G1,Long
KAFKA-16130_G1,Weekday
KAFKA-16130_G1,>=1
KAFKA-16130_G1,Unassigned
KAFKA-16130_G1,Major
KAFKA-16130_G1,Resolved
KAFKA-16130_G2,Long
KAFKA-16130_G2,Weekday
KAFKA-16130_G2,>=2
KAFKA-16130_G2,Unassigned
KAFKA-16130_G2,Major
KAFKA-16130_G2,Reopened
KAFKA-16131_G0,Fresh
KAFKA-16131_G0,Weekday
KAFKA-16131_G0,>=0
KAFKA-16131_G0,Assigned
